City;Lat;Lng
Ottersheim Bei Landau;49.200;8.233
Otterstadt;49.367;8.450
Ottersweier;48.667;8.117
Ottobeuren;47.950;10.300
Ottobrunn;48.067;11.667
Ottrau;50.800;9.383
Ottweiler;49.400;7.167
Otzberg;49.833;8.900
Otzing;48.767;12.817
Ovelgönne;53.350;8.417
Overath;50.933;7.283
Owen;48.583;9.450
Owingen;47.817;9.167
Owschlag;54.400;9.583
Oy-Mittelberg;47.633;10.433
Oybin;50.842;14.761
Oyten;53.067;9.017
Paderborn;51.717;8.750
Pahlen;54.267;9.283
Painten;49.000;11.817
Palling;48.000;12.633
Palzem;49.567;6.367
Panker;54.333;10.567
Panschwitz;51.236;14.199
Papenburg;53.083;7.400
Pappenheim;48.933;10.983
Pappenheim;50.800;10.482
Parchim;53.429;11.850
Parey;52.383;11.989
Parkstein;49.733;12.067
Parkstetten;48.917;12.600
Parsau;52.533;10.883
Parsberg;49.167;11.717
Partenstein;50.050;9.517
Pasewalk;53.505;13.996
Passau;48.567;13.467
Pastetten;48.200;11.950
Patersdorf;49.017;12.983
Pattensen;52.267;9.767
Pechbrunn;49.967;12.167
Pegau;51.170;12.250
Pegnitz;49.750;11.550
Peine;52.317;10.233
Peissen;51.743;11.757
Peissenberg;47.800;11.083
Peiting;47.800;10.933
Peitz;51.860;14.412
Pellworm;54.517;8.650
Pemfling;49.267;12.617
Pennigsehl;52.650;9.033
Pentling;48.983;12.067
Penzberg;47.750;11.383
Penzing;48.083;10.933
Penzlin;53.507;13.092
Perach;48.267;12.767
Perkam;48.850;12.450
Perl;49.467;6.383
Perleberg;53.073;11.858
Perlesreut;48.783;13.450
Petersaurach;49.317;10.750
Petersberg;50.567;9.717
Petersdorf;48.500;11.017
Petershagen;52.383;8.967
Petershagen;52.523;13.769
Petershausen;48.417;11.467
Pettendorf;49.067;12.000
Petting;47.917;12.817
Pettstadt;49.833;10.933
Pfaffenhausen;48.117;10.450
Pfaffenhofen;49.067;8.983
Pfaffenhofen an der Glonn;48.300;11.167
Pfaffenhofen an der Ilm;48.533;11.500
Pfaffenhofen an der Roth;48.350;10.167
Pfaffenweiler;47.933;7.750
Pfaffing;48.050;12.117
Pfaffroda;50.700;13.348
Pfakofen;48.850;12.233
Pfalzgrafenweiler;48.533;8.567
Pfarrkirchen;48.433;12.933
Pfarrweisach;50.150;10.733
Pfatter;48.967;12.383
Pfedelbach;49.183;9.500
Pfeffenhausen;48.667;11.967
Pfinztal;48.983;8.550
Pfofeld;49.117;10.833
Pforzen;47.933;10.617
Pforzheim;48.883;8.700
Pfreimd;49.500;12.183
Pfronstetten;48.283;9.367
Pfronten;47.583;10.567
Pfullendorf;47.917;9.250
Pfullingen;48.467;9.233
Pfungstadt;49.800;8.600
Pförring;48.817;11.683
Philippsburg;49.233;8.450
Philippsthal (Werra);50.850;10.000
Piding;47.767;12.917
Pielenhofen;49.067;11.967
Piesport;49.883;6.917
Pilsach;49.317;11.500
Pilsting;48.700;12.650
Pinneberg;53.667;9.800
Pinzberg;49.700;11.100
Pirk;49.633;12.167
Pirmasens;49.200;7.600
Pirna;50.959;13.946
Pittenhart;47.983;12.383
Plaidt;50.383;7.383
Planegg;48.100;11.433
Plankstadt;49.400;8.600
Plattling;48.783;12.867
Plau;53.459;12.262
Plauen;50.489;12.130
Plech;49.650;11.467
Pleidelsheim;48.967;9.200
Pleinfeld;49.100;10.983
Pleiskirchen;48.317;12.600
Pleissa;50.842;12.772
Plessa;51.468;13.618
Plettenberg;51.217;7.867
Pleystein;49.650;12.417
Pliening;48.200;11.800
Pliezhausen;48.567;9.200
Plochingen;48.717;9.417
Pluwig;49.700;6.717
Plön;54.167;10.417
Plössberg;49.783;12.317
Plötzkau;51.748;11.678
Plüderhausen;48.800;9.600
Pobershau;50.638;13.217
Pockau;50.702;13.228
Pocking;48.400;13.317
Pohlheim;50.533;8.717
Poing;48.167;11.817
Polch;50.300;7.317
Polenz;51.025;14.188
Polkenberg;51.186;12.908
Polle;51.900;9.400
Polleben;51.580;11.594
Pollenfeld;48.950;11.217
Pollhagen;52.383;9.183
Polling;47.817;11.133
Polling;48.217;12.567
Polsingen;48.917;10.717
Pommelsbrunn;49.500;11.517
Pommersfelden;49.767;10.817
Ponitz;50.860;12.424
Poppenhausen;50.100;10.150
Poppenhausen (Wasserkuppe);50.483;9.867
Poppenricht;49.483;11.800
Porta Westfalica;52.233;8.933
Possendorf;50.966;13.714
Postau;48.650;12.333
Postbaur-Heng;49.317;11.350
Potsdam;52.401;13.049
Pottenstein;49.767;11.417
Pouch;51.626;12.395
Pracht;50.767;7.650
Prackenbach;49.100;12.833
Pratau;51.846;12.645
Preetz;54.233;10.283
Premnitz;52.528;12.348
Prenzlau;53.319;13.865
Pressath;49.767;11.933
Presseck;50.233;11.550
Pressig;50.350;11.317
Prettin;51.665;12.934
Pretzfeld;49.767;11.183
Pretzsch;51.718;12.805
Pretzschendorf;50.872;13.536
Preussisch Oldendorf;52.300;8.500
Prichsenstadt;49.817;10.350
Prien am Chiemsee;47.850;12.350
Prieros;52.225;13.777
Priesendorf;49.917;10.717
Prisdorf;53.683;9.767
Prittriching;48.200;10.933
Pritzwalk;53.149;12.172
Probsteierhagen;54.367;10.300
Probstzella;50.532;11.384
Profen;51.133;12.221
Pronstorf;53.967;10.467
Prutting;47.900;12.200
Prösen;51.431;13.493
Prüm;50.200;6.417
Puchheim;48.150;11.350
Puderbach;50.600;7.617
Pulheim;51.000;6.800
Pullach im Isartal;48.050;11.517
Pullenreuth;49.933;12.000
Pulsen;51.390;13.441
Pulsnitz;51.183;14.022
Puschendorf;49.517;10.833
Puschwitz;51.255;14.298
Putbus;54.351;13.473
Putlitz;53.250;12.041
Putzbrunn;48.083;11.717
Putzkau;51.103;14.235
Pyrbaum;49.300;11.283
Pähl;47.900;11.183
Pöcking;47.967;11.300
Pöhla;50.516;12.826
Pölitz;53.783;10.383
Pörnbach;48.617;11.467
Pössneck;50.700;11.598
Pöttmes;48.583;11.083
Püchersreuth;49.750;12.233
Pürgen;48.017;10.917
Püttlingen;49.283;6.883
Quakenbrück;52.683;7.950
Quarnbek;54.333;9.983
Quedlinburg;51.798;11.138
Queidersbach;49.367;7.633
Querfurt;51.381;11.601
Quern;54.750;9.717
Quickborn;53.733;9.900
Quierschied;49.333;7.050
Rabenau;50.683;8.867
Rabenau;50.966;13.645
Radbruch;53.317;10.283
Raddestorf;52.450;8.967
Radeberg;51.119;13.926
Radebeul;51.115;13.632
Radeburg;51.216;13.732
Radevormwald;51.200;7.350
Radibor;51.245;14.404
Radolfszell am Bodensee;47.733;8.967
Raesfeld;51.767;6.833
Raguhn;51.711;12.286
Rahden;52.433;8.617
Rain;48.683;10.917
Rain;48.900;12.467
Rainau;48.933;10.150
Raisdorf;54.283;10.250
Raisting;47.917;11.117
Ralingen;49.800;6.517
Ramberg;49.267;8.017
Rammelsbach;49.550;7.450
Rammenau;51.156;14.140
Rammingen;48.067;10.583
Ramsau Bei Berchtesgaden;47.617;12.883
Ramsen;49.533;8.017
Ramsin;51.612;12.232
Ramstein-Miesenbach;49.450;7.550
Ramsthal;50.133;10.067
Randersacker;49.767;9.983
Rangendingen;48.383;8.883
Ranis;50.665;11.572
Rannungen;50.167;10.200
Ransbach-Baumbach;50.467;7.733
Ranstadt;50.367;8.983
Rantrum;54.450;9.133
Raschau;50.534;12.837
Rasdorf;50.717;9.900
Rastatt;48.867;8.200
Rastede;53.250;8.200
Ratekau;53.950;10.733
Rathenow;52.608;12.341
Rathmannsdorf;50.933;14.138
Ratingen;51.300;6.850
Rattelsdorf;50.017;10.883
Rattenberg;49.083;12.750
Rattiszell;49.033;12.667
Ratzeburg;53.700;10.750
Ratzenhofen;48.700;11.800
Raubach;50.583;7.633
Raubling;47.800;12.117
Rauen;52.335;14.034
Rauenberg;49.267;8.700
Rauhenebrach;49.883;10.617
Raunheim;50.017;8.450
Rauschenberg;50.883;8.917
Ravensburg;47.783;9.617
Ravenstein;49.400;9.500
Rebesgrün;50.530;12.373
Rechberghausen;48.733;9.650
Rechenberg;50.739;13.562
Rechtenbach;49.983;9.500
Rechtmehring;48.117;12.167
Rechtsupweg;53.533;7.333
Recke;52.367;7.717
Reckendorf;50.017;10.833
Recklinghausen;51.617;7.200
Rednitzhemmbach;49.300;11.083
Redwitz an der Rodach;50.183;11.200
Rees;51.767;6.400
Reessum;53.133;9.200
Regen;48.967;13.133
Regensburg;49.017;12.100
Regenstauf;49.133;12.133
Regis-Breitingen;51.092;12.442
Regnitzlosau;50.300;12.050
Rehau;50.250;12.033
Rehbrücke;52.337;13.098
Rehburg-Loccum;52.483;9.233
Rehden;52.617;8.483
Rehfelde;52.528;13.902
Rehling;48.483;10.933
Rehlingen;49.383;6.683
Rehna;53.780;11.046
Reichardtswerben;51.250;11.946
Reichartshausen;49.350;8.950
Reichelsheim (Odenwald);49.717;8.833
Reichelsheim (Wetterau);50.350;8.867
Reichenau;47.700;9.067
Reichenbach;49.183;12.350
Reichenbach;50.433;11.417
Reichenbach;50.626;12.290
Reichenbach;51.142;14.809
Reichenbach an der Fils;48.717;9.467
Reichenbach-Steegen;49.500;7.533
Reichenberg;49.733;9.917
Reichenberg;51.128;13.680
Reichenschwand;49.517;11.383
Reichersbeuren;47.767;11.633
Reichertshausen;48.467;11.517
Reichertsheim;48.200;12.283
Reichertshofen;48.667;11.467
Reichling;47.917;10.933
Reichshof;50.950;7.700
Reichstädt;50.878;13.634
Reil;50.017;7.117
Reilingen;49.300;8.567
Reinbek;53.517;10.250
Reinfeld (Holstein);53.833;10.483
Reinhardshagen;51.500;9.600
Reinhardtsdorf;50.897;14.199
Reinhardtsgrimma;50.892;13.761
Reinheim;49.833;8.833
Reinsdorf;50.704;12.569
Reinsdorf;51.894;12.601
Reinsfeld;49.683;6.883
Reinstorf;53.233;10.567
Reisbach;48.567;12.633
Reischach;48.300;12.733
Reiskirchen;50.600;8.833
Reit im Winkel;47.683;12.467
Reken;51.833;7.050
Rellingen;53.650;9.833
Remagen;50.583;7.233
Remchingen;48.950;8.583
Remlingen;49.800;9.700
Remlingen;52.117;10.683
Remscheid;51.183;7.183
Remseck am Neckar;48.867;9.283
Remshalden;48.817;9.417
Renchen;48.583;8.017
Rendsburg;54.300;9.667
Rengersdorf;51.229;14.897
Rengsdorf;50.500;7.500
Rennerod;50.617;8.067
Rennertshofen;48.750;11.050
Renningen;48.767;8.933
Rentweinsdorf;50.067;10.800
Reppenstedt;53.250;10.350
Rethem (Aller);52.783;9.383
Rettenbach;48.450;10.350
Rettenbach;49.067;12.450
Rettenberg;47.583;10.300
Retzow;52.626;12.686
Retzstadt;49.917;9.883
Reuden;51.115;12.196
Reut;48.317;12.950
Reute;48.083;7.817
Reuterstadt Stavenhagen;53.697;12.908
Reuth Bei Erbendorf;49.850;12.117
Reutlingen;48.500;9.217
Rhauderfehn;53.133;7.583
Rhaunen;49.867;7.350
Rheda-Wiedenbrück;51.850;8.317
Rhede;51.850;6.700
Rhede (Ems);53.067;7.267
Rheden;52.067;9.783
Rheinau;48.700;7.983
Rheinbach;50.633;6.950
Rheinberg;51.550;6.600
Rheinbreitbach;50.617;7.233
Rheinbrohl;50.500;7.333
Rheinböllen;50.017;7.667
Rheine;52.283;7.450
Rheinfelden (Baden);47.567;7.783
Rheinhausen;48.233;7.717
Rheinmünster;48.750;8.050
Rheinsberg;53.096;12.888
Rheinstetten;48.967;8.300
Rheinzabern;49.117;8.283
Rhens;50.283;7.617
Rheurdt;51.467;6.467
Rhodt Unter Rietburg;49.267;8.100
Rhumspringe;51.583;10.300
Rhäsa;51.067;13.287
Ribbesbüttel;52.433;10.517
Ribnitz-Damgarten;54.243;12.438
Richtenberg;54.202;12.895
Rickenbach;47.617;7.983
Rickling;54.017;10.167
Ried;48.283;11.050
Riedbach;50.100;10.483
Riede;52.967;8.950
Rieden;47.950;10.650
Rieden;49.333;11.950
Rieden;50.400;7.183
Riedenberg;50.317;9.867
Riedenburg;48.967;11.683
Rieder;51.734;11.168
Riederich;48.567;9.267
Riedering;47.833;12.200
Riedlingen;48.150;9.483
Riedstadt;49.833;8.500
Riegel;48.150;7.750
Riegelsberg;49.317;6.950
Riegsee;47.700;11.233
Rielasingen-Worblingen;47.733;8.850
Rieneck;50.100;9.650
Riesa;51.300;13.301
Riesbürg;48.850;10.433
Rieschweiler-Mühlbach;49.250;7.517
Rieseby;54.550;9.817
Rieste;52.483;8.000
Riestedt;51.495;11.362
Rietberg;51.817;8.433
Rietheim-Weilheim;48.033;8.783
Rietschen;51.392;14.790
Rimbach;49.233;12.883
Rimbach;49.633;8.767
Rimpar;49.867;9.950
Rimsting;47.883;12.333
Rinchnach;48.950;13.200
Ringe;52.600;6.917
Ringelai;48.817;13.467
Ringenhain;51.073;14.349
Ringgau;51.100;10.083
Ringsheim;48.250;7.783
Rinteln;52.183;9.083
Rippien;50.982;13.739
Risum-Lindholm;54.767;8.883
Ritterhude;53.183;8.750
Rittersgrün;50.482;12.797
Rochlitz;51.048;12.798
Rockenberg;50.433;8.733
Rockenhausen;49.633;7.817
Rodach Bei Coburg;50.350;10.783
Rodalben;49.233;7.633
Rodenbach;49.467;7.650
Rodenbach;50.150;9.033
Rodenberg;52.317;9.367
Rodewald;52.667;9.483
Rodewisch;50.534;12.409
Rodgau;50.033;8.883
Roding;49.200;12.517
Roetgen;50.650;6.200
Roggenburg;48.283;10.233
Roggendorf;53.693;11.019
Rogätz;52.321;11.772
Rohr;49.333;10.883
Rohr in Niederbayern;48.767;11.967
Rohrbach;48.617;11.567
Rohrbach;49.133;8.133
Rohrdorf;47.800;12.167
Rohrdorf;48.567;8.700
Roigheim;49.367;9.333
Roitzsch;51.578;12.261
Rollshausen;51.567;10.217
Rommerskirchen;51.033;6.683
Romrod;50.717;9.217
Ronneburg;50.217;9.050
Ronneburg;50.865;12.181
Ronnenberg;52.317;9.650
Ronsberg;47.900;10.417
Ronshausen;50.950;9.867
Rosbach Vor der Höhe;50.300;8.717
Rosche;52.983;10.750
Rosdorf;51.500;9.900
Rosenberg;49.017;10.033
Rosenberg;49.450;9.467
Rosendahl;52.017;7.217
Rosenfeld;48.283;8.733
Rosengarten;49.067;9.733
Rosengarten;53.383;9.900
Rosenheim;47.850;12.133
Rosenthal;50.844;14.076
Rosenthal;50.983;8.867
Rositz;51.021;12.370
Rossau;50.995;13.076
Rossbach;48.600;12.950
Rossbach;50.567;7.417
Rossbach;51.259;11.891
Rossdorf;49.867;8.750
Rosshaupten;47.650;10.717
Rossla;51.470;11.075
Rosslau;51.890;12.236
Rossleben;51.296;11.437
Rosstal;49.400;10.883
Rosswein;51.067;13.180
Rostock;54.089;12.125
Rot am See;49.250;10.017
Rot an der Rot;48.017;10.033
Rotenburg (Wümme);53.117;9.400
Rotenburg an der Fulda;51.000;9.733
Roth;49.250;11.100
Roth;50.767;7.700
Rothemühl;53.596;13.823
Rothenberg;49.500;8.917
Rothenbuch;49.967;9.400
Rothenburg;51.337;14.974
Rothenburg Ob der Tauber;49.383;10.183
Rothenfels;49.900;9.583
Rothenkirchen;50.546;12.509
Rott am Inn;47.983;12.133
Rottach-Egern;47.700;11.767
Rottenacker;48.233;9.683
Rottenbuch;47.733;10.967
Rottenburg am Neckar;48.483;8.933
Rottenburg an der Laaber;48.700;12.033
Rottendorf;49.800;10.033
Rotthalmünster;48.367;13.200
Rottweil;48.167;8.633
Roxheim;49.867;7.817
Rudelzhausen;48.583;11.767
Ruderatshofen;47.817;10.583
Rudersberg;48.883;9.533
Ruderting;48.650;13.417
Rudolstadt;50.722;11.340
Rugendorf;50.200;11.467
Ruhla;50.894;10.366
Ruhland;51.461;13.868
Ruhmannsfelden;48.983;12.983
Ruhpolding;47.767;12.650
Ruhstorf an der Rott;48.433;13.333
Rullstorf;53.283;10.533
Runding;49.217;12.767
Runkel;50.400;8.150
Ruppach-Goldhausen;50.467;7.883
Ruppersdorf;51.000;14.739
Ruppertsberg;49.400;8.200
Ruppertsgrün;50.706;12.370
Ruppertshofen;48.883;9.817
Ruppertsweiler;49.200;7.683
Ruppichteroth;50.850;7.483
Rust;48.267;7.733
Rutesheim;48.817;8.950
Räckelwitz;51.261;14.232
Röbel;53.378;12.612
Röblingen am See;51.461;11.667
Rödelsee;49.733;10.250
Rödental;50.283;11.067
Röderau;51.319;13.316
Rödermark;49.983;8.833
Rödersheim-Gronau;49.433;8.267
Röfingen;48.417;10.450
Röhrmoos;48.333;11.467
Röhrnbach;48.733;13.533
Röhrsdorf;50.862;12.841
Röllbach;49.767;9.250
Römerberg;49.283;8.400
Römerstein;48.500;9.517
Römhild;50.401;10.540
Röslau;50.083;11.967
Rösrath;50.900;7.183
Rötgesbüttel;52.417;10.533
Rötha;51.200;12.409
Röthenbach (Allgäu);47.617;9.983
Röthenbach an der Pegnitz;49.483;11.233
Röthlein;49.983;10.217
Röttenbach;49.150;11.033
Röttenbach;49.667;10.933
Röttingen;49.517;9.967
Rötz;49.350;12.533
Rübeland;51.761;10.843
Rübenau;50.601;13.308
Rückersdorf;49.500;11.233
Rückersdorf;51.578;13.567
Rüdersdorf;52.482;13.773
Rüdershausen;51.583;10.267
Rüdesheim;49.850;7.817
Rüdesheim am Rhein;49.983;7.933
Rügland;49.400;10.583
Rühen;52.483;10.883
Rülzheim;49.150;8.283
Rümmelsheim;49.933;7.867
Rümmingen;47.650;7.650
Rüsselsheim;50.000;8.417
Rüthen;51.500;8.433
Saal an der Donau;48.900;11.933
Saal an der Saale;50.317;10.350
Saaldorf;47.867;12.933
Saalfeld;50.649;11.362
Saalow;52.197;13.379
Saarbrücken;49.233;7.000
Saarburg;49.617;6.550
Saarlouis;49.317;6.750
Saarwellingen;49.350;6.800
Sachsen Bei Ansbach;49.283;10.667
Sachsenbrunn;50.447;10.955
Sachsenhagen;52.400;9.267
Sachsenheim;48.967;9.067
Saerbeck;52.167;7.633
Saffig;50.383;7.417
Sagar;51.516;14.765
Sagard;54.525;13.559
Sailauf;50.017;9.250
Salach;48.683;9.733
Salching;48.817;12.567
Saldenburg;48.767;13.350
Salem;47.783;9.283
Salgen;48.133;10.483
Sallgast;51.589;13.854
Salmtal;49.933;6.850
Salz;50.317;10.200
Salza;51.516;10.761
Salzbergen;52.317;7.350
Salzgitter;52.117;10.417
Salzhausen;53.233;10.167
Salzhemmendorf;52.067;9.583
Salzkotten;51.667;8.600
Salzmünde;51.530;11.822
Salzwedel;52.853;11.138
Salzweg;48.617;13.483
Samerberg;47.783;12.217
Samswegen;52.264;11.563
Sand am Main;49.983;10.583
Sandberg;50.350;10.017
Sande;53.500;8.017
Sandersdorf;51.626;12.264
Sandersleben;51.679;11.569
Sandhausen;49.350;8.667
Sandstedt;53.367;8.517
Sangerhausen;51.475;11.299
Sanitz;54.071;12.383
Sankelmark;54.733;9.433
Sankt Andreasberg;51.717;10.517
Sankt Augustin;50.767;7.183
Sankt Blasien;47.767;8.133
Sankt Englmar;49.000;12.817
Sankt Georgen im Schwarzwald;48.133;8.333
Sankt Goar;50.150;7.717
Sankt Goarshausen;50.150;7.717
Sankt Ingbert;49.283;7.117
Sankt Johann;48.483;9.317
Sankt Julian;49.600;7.517
Sankt Katharinen Bei Neuwied;50.583;7.350
Sankt Leon-Rot;49.267;8.600
Sankt Martin;49.300;8.100
Sankt Michaelisdonn;54.000;9.117
Sankt Märgen;48.000;8.100
Sankt Oswald-Riedlhütte;48.883;13.433
Sankt Peter;48.017;8.033
Sankt Peter-Ording;54.300;8.650
Sankt Sebastian;50.417;7.567
Sankt Wendel;49.467;7.167
Sankt Wolfgang;48.217;12.133
Sargstedter Siedlung;51.915;11.030
Sarstedt;52.233;9.850
Sasbach;48.133;7.617
Sasbach;48.633;8.100
Sasbachwalden;48.617;8.133
Sassenberg;51.983;8.050
Sassenburg;52.533;10.700
Sassnitz;54.514;13.648
Saterland;53.067;7.700
Satow;53.993;11.900
Satrup;54.700;9.600
Satteldorf;49.167;10.083
Sauensiek;53.383;9.600
Sauerlach;47.967;11.650
Sauldorf;47.950;9.100
Saulgau;48.017;9.500
Saulgrub;47.667;11.017
Saulheim;49.867;8.150
Schaafheim;49.917;9.000
Schaalby;54.550;9.633
Schacht-Audorf;54.317;9.717
Schafflund;54.767;9.183
Schafstedt;54.083;9.300
Schafstädt;51.381;11.772
Schalkau;50.394;11.004
Schalksmühle;51.250;7.517
Schallstadt;47.967;7.767
Schapen;52.400;7.567
Scharbeutz;54.017;10.750
Scharfenberg;51.119;13.518
Scharfenstein;50.706;13.058
Scharnebeck;53.300;10.517
Schashagen;54.133;10.883
Schauenburg;51.283;9.350
Schauenstein;50.283;11.750
Schaufling;48.850;13.067
Schechen;47.933;12.133
Schechingen;48.867;9.917
Scheden;51.467;9.733
Scheer;48.067;9.300
Scheessel;53.167;9.483
Schefflenz;49.400;9.283
Scheibenberg;50.544;12.913
Scheidegg;47.583;9.850
Scheinfeld;49.667;10.467
Schelklingen;48.367;9.733
Schellerten;52.183;10.100
Schellhorn;54.233;10.300
Schemmerhofen;48.183;9.783
Schenefeld;53.600;9.817
Schenefeld;54.050;9.483
Schenkenzell;48.317;8.367
Schenklengsfeld;50.817;9.850
Schermbeck;51.700;6.867
Schernfeld;48.900;11.100
Schesslitz;49.983;11.033
Scheuerfeld;50.783;7.850
Scheuring;48.167;10.900
Scheyern;48.500;11.450
Schieder-Schwalenberg;51.883;9.183
Schierling;48.833;12.133
Schierstedt;51.750;11.525
Schiffdorf;53.533;8.650
Schifferstadt;49.383;8.383
Schiffweiler;49.367;7.133
Schildow;52.642;13.375
Schillingen;49.633;6.783
Schillingsfürst;49.283;10.250
Schiltach;48.283;8.350
Schiltberg;48.467;11.250
Schipkau;51.525;13.896
Schirgiswalde;51.076;14.438
Schirmitz;49.650;12.167
Schirnding;50.083;12.233
Schkeuditz;51.392;12.214
Schkopau;51.394;11.975
Schladen;52.017;10.533
Schlaitdorf;48.600;9.217
Schlangen;51.817;8.850
Schlangenbad;50.100;8.100
Schlanstedt;52.011;11.030
Schlat;48.650;9.700
Schleching;47.717;12.400
Schlegel;50.975;14.901
Schlehdorf;47.667;11.317
Schleiden;50.533;6.483
Schleife;51.544;14.540
Schleiz;50.580;11.812
Schleswig;54.517;9.567
Schlettau;50.564;12.953
Schleusingen;50.509;10.750
Schlieben;51.725;13.388
Schliengen;47.750;7.583
Schlier;47.767;9.683
Schlierbach;48.683;9.517
Schliersee;47.733;11.867
Schlitz;50.683;9.567
Schloss Holte-Stukenbrock;51.900;8.617
Schlotheim;51.25;10.663
Schlottwitz;50.888;13.819
Schluchsee;47.817;8.183
Schlüchtern;50.350;9.533
Schlüsselfeld;49.750;10.617
Schmalfeld;53.883;9.983
Schmalkalden;50.725;10.203
Schmallenberg;51.150;8.283
Schmelz;49.450;6.850
Schmidgaden;49.417;12.100
Schmidmühlen;49.267;11.917
Schmiedeberg;50.837;13.681
Schmiedefeld;50.608;10.813
Schmitten;50.267;8.450
Schnaitsee;48.067;12.367
Schnaittenbach;49.550;12.000
Schneckenlohe;50.217;11.200
Schneeberg;49.650;9.250
Schneeberg;50.596;12.641
Schnega;52.883;10.900
Schneizlreuth;47.683;12.800
Schnelldorf;49.200;10.183
Schneverdingen;53.117;9.783
Schniattach;49.567;11.350
Schnürpflingen;48.267;9.983
Schobüll;54.517;9.000
Schollerie;52.674;12.220
Schonach im Schwarzwald;48.150;8.200
Schondorf am Ammersee;48.050;11.100
Schondra;50.267;9.867
Schongau;47.817;10.900
Schonungen;50.050;10.317
Schopfheim;47.650;7.817
Schopfloch;48.467;8.550
Schopfloch;49.117;10.300
Schopp;49.350;7.683
Schorndorf;48.800;9.533
Schorndorf;49.167;12.600
Schornsheim;49.850;8.183
Schortens;53.533;7.950
Schotten;50.500;9.117
Schramberg;48.233;8.383
Schrecksbach;50.833;9.283
Schriesheim;49.483;8.667
Schrobenhausen;48.567;11.267
Schrozberg;49.250;9.967
Schuby;54.517;9.483
Schulzendorf;52.360;13.576
Schuttertal;48.217;7.967
Schutterwald;48.450;7.883
Schwaan;53.945;12.108
Schwabach;49.333;11.017
Schwabenheim an der Selz;49.933;8.100
Schwabhausen Bei Dachau;48.300;11.350
Schwabmünchen;48.183;10.767
Schwabsoien;47.833;10.833
Schwabstedt;54.400;9.183
Schwaförden;52.733;8.817
Schwaig Bei Nürnberg;49.467;11.200
Schwaigern;49.150;9.067
Schwaikheim;48.883;9.350
Schwalbach am Taunus;50.150;8.533
Schwalbach/Saar;49.300;6.817
Schwalmstadt;50.917;9.217
Schwalmtal;50.683;9.317
Schwalmtal;51.217;6.267
Schwanau;48.350;7.767
Schwandorf;49.333;12.117
Schwanebeck;51.972;11.127
Schwanebeck;52.628;13.549
Schwanewede;53.233;8.583
Schwanfeld;49.917;10.133
Schwangau;47.583;10.733
Schwanstetten;49.300;11.117
Schwarme;52.900;9.017
Schwarmstedt;52.683;9.617
Schwarzach;48.917;12.817
Schwarzach;49.367;8.983
Schwarzach am Main;49.800;10.233
Schwarzach Bei Nabburg;49.417;12.233
Schwarzbach;51.456;13.938
Schwarze Pumpe;51.528;14.338
Schwarzenbach am Wald;50.283;11.617
Schwarzenbach an der Saale;50.217;11.933
Schwarzenbek;53.500;10.483
Schwarzenberg;50.544;12.786
Schwarzenborn;50.917;9.450
Schwarzenbruck;49.350;11.250
Schwarzenfeld;49.383;12.133
Schwarzheide;51.321;13.853
Schwarzhofen;49.367;12.333
Schwebheim;50.000;10.250
Schwedeneck;54.467;10.083
Schwedt;53.060;14.287
Schwegenheim;49.267;8.333
Schweich;49.817;6.750
Schweigen-Rechtenbach;49.050;7.950
Schweina;50.830;10.341
Schweinfurt;50.050;10.233
Schweitenkirchen;48.500;11.600
Schwelm;51.283;7.300
Schwendi;48.183;9.983
Schwenningen;48.100;9.000
Schwenningen;48.650;10.650
Schwepnitz;51.333;13.971
Schwerin;53.628;11.412
Schwerte;51.450;7.567
Schwetzingen;49.383;8.583
Schwieberdingen;48.883;9.083
Schwindegg;48.267;12.250
Schwäbisch Gmünd;48.800;9.800
Schwäbisch Hall;49.117;9.733
Schwörstadt;47.600;7.883
Schwülper;52.350;10.433
Schäftlarn;47.983;11.467
Schöffengrund;50.500;8.467
Schöfweg;48.833;13.233
Schöllkrippen;50.083;9.250
Schöllnach;48.750;13.183
Schömberg;48.217;8.767
Schömberg;48.783;8.650
Schöna;50.888;14.217
Schönaich;48.650;9.067
Schönanger;48.867;13.467
Schönau;48.483;12.850
Schönau;49.433;8.817
Schönau;51.060;14.893
Schönau am Königssee;47.617;12.983
Schönau an der Brend;50.383;10.100
Schönau im Schwarzwald;47.783;7.900
Schönberg;48.833;13.333
Schönberg;53.844;10.931
Schönberg (Holstein);54.400;10.367
Schönborn;51.599;13.500
Schönborn-Dreiwerden;50.963;13.022
Schönbrunn;49.417;8.933
Schönbrunn;50.523;10.881
Schönbrunn im Steigerwald;49.850;10.683
Schönebeck;52.016;11.731
Schöneck;50.200;8.850
Schöneck;50.394;12.330
Schönecken;50.150;6.467
Schönefeld;51.034;13.897
Schönefeld;52.385;13.508
Schönenberg-Kübelberg;49.400;7.383
Schöngeising;48.133;11.200
Schönheide;50.507;12.536
Schöningen;52.133;10.967
Schönkirchen;54.333;10.217
Schönow;52.677;13.534
Schönsee;49.517;12.550
Schönstedt;51.119;10.580
Schöntal;49.350;9.567
Schönthal;49.350;12.600
Schönwald;50.200;12.083
Schönwald im Schwarzwald;48.100;8.200
Schönwalde;51.979;13.769
Schönwalde;52.624;13.136
Schönwalde;52.681;13.439
Schönwalde am Bungsberg;54.183;10.750
Schöppenstedt;52.150;10.783
Schöppingen;52.100;7.233
Schüttorf;52.317;7.217
Sebnitz;50.977;14.283
Seck;50.583;8.050
Seckach;49.450;9.333
