City;Lat;Lng
Garbsen;52.417;9.583
Garching an der Alz;48.133;12.583
Garching Bei München;48.250;11.650
Gardelegen;52.528;11.392
Garding;54.333;8.783
Garmisch-Partenkirchen;47.500;11.100
Garrel;52.950;8.033
Gars am Inn;48.150;12.283
Gartow;53.033;11.467
Gartz;53.209;14.392
Garz;54.317;13.355
Gaschwitz;51.252;12.377
Gatersleben;51.826;11.287
Gau-Algesheim;49.967;8.017
Gau-Bickelheim;49.833;8.017
Gau-Bischofsheim;49.917;8.283
Gau-Odernheim;49.783;8.200
Gauernitz;51.115;13.563
Gaukönigshofen;49.633;10.000
Gaussig;51.135;14.316
Gauting;48.067;11.383
Gebesee;51.115;10.933
Gebhardshain;50.750;7.817
Gebsattel;49.350;10.200
Gechingen;48.700;8.833
Gedern;50.417;9.200
Geeste;52.600;7.267
Geesthacht;53.433;10.367
Gefell;50.438;11.859
Gefrees;50.100;11.733
Gehrde;52.583;8.017
Gehrden;52.317;9.600
Gehren;50.649;11.000
Geiersthal;49.050;12.983
Geilenkirchen;50.967;6.117
Geiselbach;50.117;9.200
Geiselhöring;48.833;12.400
Geiselwind;49.767;10.467
Geisenfeld;48.683;11.617
Geisenhausen;48.483;12.250
Geisenheim;49.983;7.967
Geisingen;47.917;8.650
Geislingen;48.283;8.817
Geislingen an der Steige;48.633;9.817
Geithain;51.055;12.696
Geldern;51.517;6.317
Geldersheim;50.033;10.167
Gelenau;50.713;12.978
Gelsenkirchen;51.550;7.100
Geltendorf;48.133;11.033
Gelting;54.750;9.900
Geltow;52.365;12.966
Gemmingen;49.150;8.983
Gemmrigheim;49.033;9.150
Gemünden;49.900;7.483
Gemünden;50.567;8.017
Gemünden (Felda);50.700;9.050
Gemünden (Wohra);50.983;8.967
Gemünden am Main;50.050;9.700
Genderkingen;48.700;10.883
Gengenbach;48.400;8.017
Gensingen;49.900;7.917
Genthin;52.408;12.153
Georgenberg;49.700;12.417
Georgensgmünd;49.183;11.017
Georgenthal;50.828;10.656
Georgsdorf;52.567;7.067
Georgsmarienhütte;52.217;8.033
Gera;50.878;12.076
Geraberg;50.720;10.851
Gerabronn;49.250;9.917
Gerbrunn;49.783;9.983
Gerbstedt;51.631;11.627
Gerdau;52.967;10.417
Geretsried;47.850;11.483
Gerhardshofen;49.633;10.683
Geringswalde;51.083;12.912
Gerlingen;48.800;9.067
Germaringen;47.933;10.667
Germering;48.133;11.367
Germersheim;49.217;8.367
Gernrode;51.725;11.138
Gernsbach;48.767;8.333
Gernsheim;49.750;8.483
Geroldsgrün;50.333;11.600
Gerolsbach;48.500;11.367
Gerolsheim;49.550;8.267
Gerolstein;50.217;6.667
Gerolzhofen;49.900;10.350
Gersdorf;50.759;12.710
Gersdorf;51.122;12.941
Gersdorf;51.229;14.063
Gersfeld (Rhön);50.450;9.917
Gersheim;49.150;7.200
Gersten;52.583;7.500
Gerstetten;48.617;10.017
Gersthofen;48.417;10.883
Gerstungen;50.968;10.080
Gerwisch;52.179;11.750
Gerzen;48.500;12.433
Gescher;51.950;7.000
Geschwenda;50.734;10.825
Geseke;51.633;8.517
Geslau;49.367;10.317
Gessertshausen;48.333;10.733
Gestratz;47.650;9.983
Gettorf;54.417;9.983
Gevelsberg;51.317;7.333
Geversdorf;53.800;9.083
Geyer;50.628;12.924
Geyersdorf;50.592;13.043
Giebelstadt;49.650;9.950
Gieboldehausen;51.617;10.217
Gielow;53.693;12.750
Giengen an der Brenz;48.617;10.250
Giersleben;51.761;11.565
Giesen;52.200;9.900
Giessen;50.583;8.683
Gifhorn;52.483;10.550
Gilching;48.117;11.283
Gildehaus;52.300;7.100
Gillenfeld;50.133;6.900
Gilserberg;50.950;9.067
Gilten;52.717;9.583
Gimbsheim;49.783;8.383
Gingen an der Fils;48.667;9.783
Gingst;54.456;13.258
Ginsheim-Gustavsburg;49.967;8.333
Gittelde;51.800;10.183
Gladbeck;51.583;6.983
Gladenbach;50.767;8.583
Glan-Münchweiler;49.467;7.450
Glashütte;50.853;13.783
Glashütten;49.883;11.450
Glashütten;50.217;8.400
Glattbach;50.000;9.150
Glatten;48.450;8.517
Glaubitz;51.326;13.379
Glauburg;50.317;9.067
Glauchau;50.821;12.547
Gleichen;51.467;10.033
Glesien;51.445;12.225
Glinde;53.550;10.217
Glonn;47.983;11.867
Glossen;51.248;12.996
Glottertal;48.050;7.933
Glöthe;51.911;11.667
Glücksburg (Ostsee);54.833;9.550
Glückstadt;53.783;9.417
Gmund am Tegernsee;47.750;11.733
Gnarrenburg;53.383;9.000
Gnevkow;53.789;13.172
Gnoien;53.972;12.715
Goch;51.683;6.167
Gochsheim;50.017;10.283
Goldbach;50.000;9.183
Goldbeck;52.718;11.860
Goldberg;53.594;12.088
Goldenstedt;52.783;8.433
Goldkronach;50.017;11.683
Golm;52.411;12.970
Golmbach;51.900;9.550
Golssen;51.975;13.610
Gomadingen;48.400;9.383
Gomaringen;48.450;9.100
Gommern;52.076;11.828
Gommersheim;49.300;8.267
Gompitz;51.044;13.643
Gondelsheim;49.067;8.667
Gondershausen;50.167;7.500
Gornau;50.759;13.040
Gornsdorf;50.709;12.888
Gorxheimertal;49.533;8.733
Goseck;51.197;11.866
Gosheim;48.133;8.750
Goslar;51.900;10.433
Gossersweiler-Stein;49.167;7.933
Gotha;50.954;10.710
Gottenheim;48.050;7.733
Gotteszell;48.967;12.967
Gottfrieding;48.633;12.533
Gottmadingen;47.733;8.783
Graben;48.183;10.817
Graben-Neudorf;49.167;8.483
Grabenstetten;48.517;9.467
Grabenstätt;47.850;12.550
Grabow;53.278;11.558
Grafenau;48.717;8.900
Grafenau;48.867;13.400
Grafenberg;48.567;9.300
Grafengehaig;50.200;11.600
Grafenhausen;47.767;8.267
Grafenrheinfeld;50.000;10.200
Grafenwiesen;49.200;12.883
Grafenwöhr;49.717;11.900
Grafing Bei München;48.050;11.967
Grafling;48.900;12.983
Grafrath;48.117;11.167
Grafschaft;50.583;7.067
Grainau;47.483;11.017
Grainet;48.800;13.650
Gramzow;53.209;14.007
Grana;51.057;12.109
Granschütz;51.186;12.054
Gransee;53.007;13.157
Grasberg;53.183;8.983
Grasbrunn;48.083;11.750
Grasellenbach;49.633;8.867
Grasleben;52.317;11.017
Grassau;47.783;12.450
Grattersdorf;48.800;13.150
Graupa;51.000;13.924
Grebenau;50.750;9.467
Grebenhain;50.483;9.333
Grebenstein;51.450;9.417
Greding;49.050;11.350
Grefrath;51.333;6.333
Greifenstein;50.617;8.300
Greifswald;54.089;13.383
Greiling;47.767;11.617
Greimerath;49.567;6.683
Greiz;50.656;12.203
Gremersdorf;54.333;10.933
Gremsdorf;49.700;10.833
Grenzach-Wyhlen;47.550;7.683
Greppin;51.651;12.304
Grettstadt;49.983;10.317
Greussen;51.229;10.951
Greussenheim;49.817;9.767
Greven;52.100;7.617
Grevenbroich;51.100;6.583
Grevesmühlen;53.865;11.185
Griesbach im Rottal;48.450;13.200
Griesheim;49.867;8.550
Griesstätt;48.000;12.183
Grimma;51.241;12.717
Grimmen;54.115;13.047
Groitzsch;51.161;12.279
Gronau (Leine);52.083;9.783
Gronau (Westfalen);52.200;7.033
Gross Ammensleben;52.236;11.522
Gross Börnecke;51.888;11.474
Gross Glienicke;52.468;13.110
Gross Grönau;53.800;10.750
Gross Kummerfeld;54.050;10.067
Gross Kölzig;51.638;14.599
Gross Köris;52.174;13.659
Gross Lindow;52.239;14.537
Gross Naundorf;51.697;12.996
Gross Oesingen;52.650;10.467
Gross Rodensleben;52.124;11.388
Gross Rosenburg;51.915;11.880
Gross Schacksdorf;51.695;14.629
Gross Schönebeck;52.906;13.530
Gross Särchen;51.369;14.305
Gross Twülpstedt;52.383;10.917
Gross Wokern;53.750;12.488
Gross Ziethen;52.397;13.443
Gross-Bieberau;49.800;8.833
Gross-Gerau;49.917;8.483
Gross-Rohrheim;49.717;8.483
Gross-Röhrsdorf;51.142;14.022
Gross-Umstadt;49.867;8.933
Gross-Zimmern;49.883;8.817
Grossaitingen;48.233;10.783
Grossalmerode;51.250;9.783
Grossbeeren;52.356;13.311
Grossbettingen;48.583;9.300
Grossbothen;51.193;12.739
Grossbottwar;49.000;9.283
Grossbreitenbach;50.580;11.004
Grossdubrau;51.255;14.471
Grossefehn;53.400;7.600
Grosseibstadt;50.300;10.417
Grosselfingen;48.333;8.883
Grossenaspe;53.983;9.967
Grossenbrode;54.367;11.083
Grossengottern;51.149;10.569
Grossenhain;51.294;13.533
Grossenkneten;52.950;8.250
Grossenlüder;50.583;9.550
Grossensee;53.617;10.350
Grossenseebach;49.633;10.883
Grossenstein;50.904;12.199
Grossenwiehe;54.717;9.250
Grosserkmannsdorf;51.089;13.926
Grosserlach;49.050;9.517
Grossfurra;51.401;10.806
Grossgrimma;51.167;12.145
Grosshabersdorf;49.400;10.783
Grosshansdorf;53.650;10.283
Grossharthau;51.110;14.107
Grosshartmannsdorf;50.796;13.322
Grossheide;53.600;7.350
Grossheirath;50.183;10.950
Grosshennersdorf;50.991;14.813
Grossheubach;49.733;9.217
Grosskarolinenfeld;47.883;12.083
Grosskayna;51.287;11.935
Grosskmehlen;51.376;13.724
Grosskorbetha;51.259;12.022
Grosskrotzenburg;50.083;8.983
Grosslangheim;49.750;10.233
Grosslehna;51.312;12.163
Grossmaischeid;50.500;7.633
Grossmehring;48.767;11.533
Grossmonra;51.216;11.291
Grossmühlingen;51.954;11.703
Grossniedesheim;49.567;8.317
Grossolbersdorf;50.697;13.091
Grossostheim;49.917;9.083
Grosspostwitz;51.119;14.452
Grosspösna;51.273;12.507
Grossrinderfeld;49.667;9.733
Grossrosseln;49.200;6.833
Grossräschen;51.589;14.011
Grossrückerswalde;50.631;13.123
Grossschirma;50.963;13.308
Grossschweidnitz;51.067;14.651
Grossschönau;50.897;14.681
Grosssolt;54.700;9.517
Grossthiemig;51.383;13.676
Grosstreben;51.647;12.989
Grosswallstadt;49.883;9.167
Grosswaltersdorf;50.784;13.272
Grossweitzschen;51.165;13.051
Grossörner;51.617;11.496
Grub am Forst;50.233;11.017
Gruibingen;48.600;9.650
Grumbach;50.548;13.109
Grumbach;51.030;13.548
Gräfelfing;48.117;11.433
Gräfenberg;49.650;11.250
Gräfendorf;50.117;9.733
Gräfenhain;50.823;10.707
Gräfenhainichen;51.732;12.449
Gräfenroda;50.750;10.813
Gräfenthal;50.525;11.306
Gräfentonna;51.092;10.732
Gräfinau-Angstedt;50.702;11.019
Grävenwiesbach;50.383;8.450
Gröben;51.126;12.047
Gröbenzell;48.200;11.367
Gröbers;51.427;12.116
Gröbzig;51.683;11.873
Gröden;51.404;13.570
Gröditz;51.411;13.449
Grömitz;54.150;10.950
Grönenbach;47.883;10.233
Gröningen;51.943;11.220
Grönwohld;53.650;10.417
Grüna;50.812;12.790
Grünbach;50.443;12.336
Grünberg;50.600;8.967
Gründau;50.233;9.150
Grünenbach;47.633;10.017
Grünendeich;53.583;9.617
Grünewalde;51.514;13.709
Grünhain;50.583;12.819
Grünhainichen;50.768;13.156
Grünheide;52.427;13.822
Grünkraut;47.750;9.650
Grünsfeld;49.600;9.750
Grünstadt;49.567;8.167
Grünwald;48.050;11.533
Gschwend;48.933;9.750
Gudensberg;51.183;9.367
Guderhandviertel;53.550;9.617
Gudow;53.550;10.767
Guldental;49.883;7.850
Gummersbach;51.033;7.567
Gundelfingen;48.050;7.867
Gundelfingen an der Donau;48.550;10.367
Gundelsheim;49.283;9.167
Gundelsheim;49.933;10.917
Gundersheim;49.700;8.200
Gundremmingen;48.500;10.400
Guntersblum;49.800;8.350
Gunzenhausen;49.117;10.767
Gusborn;53.083;11.200
Gusenburg;49.633;6.900
Gusterath;49.700;6.717
Gutach (Schwarzwaldbahn);48.250;8.217
Gutach im Breisgau;48.117;7.983
Gutenstetten;49.617;10.633
Gutenzell-Hürbel;48.117;9.983
Guxhagen;51.200;9.483
Gyhum;53.217;9.317
Gärtringen;48.650;8.900
Gäufelden;48.550;8.817
Göda;51.179;14.324
Göggingen;48.867;9.883
Göllheim;49.600;8.050
Gönnheim;49.450;8.233
Göppingen;48.700;9.650
Görlitz;51.156;14.993
Görmin;53.991;13.270
Görwihl;47.650;8.083
Görzig;51.665;11.986
Görzke;52.177;12.377
Gössenheim;50.017;9.783
Gössnitz;50.892;12.435
Gössweinstein;49.767;11.333
Göttingen;51.533;9.933
Güglingen;49.067;9.000
Güntersleben;49.867;9.917
Günzach;47.817;10.433
Günzburg;48.450;10.283
Güsen;52.358;11.981
Güsten;51.796;11.605
Güstrow;53.798;12.173
Gütenbach;48.050;8.133
Güterfelde;52.367;13.201
Gütersloh;51.900;8.383
Gützkow;53.940;13.406
Haag an der Amper;48.467;11.833
Haag in Oberbayern;48.167;12.183
Haan;51.200;7.017
Haar;48.117;11.733
Haarbach;48.500;13.150
Habichtswald;51.350;9.350
Hachenburg;50.667;7.817
Hackenheim;49.817;7.900
Hadamar;50.450;8.050
Hadmersleben;51.993;11.302
Hafenlohr;49.867;9.600
Hage;53.600;7.283
Hagelstadt;48.900;12.200
Hagen;51.367;7.467
Hagen am Teutoburger Wald;52.200;7.983
Hagen im Bremischen;53.350;8.650
Hagenbach;49.017;8.250
Hagenburg;52.433;9.317
Hagenow;53.431;11.192
Hagenwerder;51.069;14.978
Hagnau am Bodensee;47.683;9.317
Hahnbach;49.533;11.800
Hahnheim;49.867;8.233
Hahnstätten;50.300;8.067
Haibach;49.017;12.717
Haibach;49.967;9.217
Haidmühle;48.833;13.783
Haiger;50.750;8.200
Haigerloch;48.367;8.800
Haimhausen;48.317;11.550
Haiming;48.217;12.900
Haina (Kloster);51.033;8.967
Hainburg;50.083;8.933
Hainewalde;50.913;14.717
Hainichen;50.972;13.120
Hainsfarth;48.967;10.633
Haiterbach;48.533;8.650
Halbe;52.110;13.708
Halberstadt;51.897;11.041
Halblech;47.633;10.817
Haldensleben;52.296;11.414
Haldenwang;47.800;10.350
Haldenwang;48.433;10.450
Halfing;47.950;12.283
Hallbach;50.690;13.322
Hallbergmoos;48.333;11.750
Halle;51.479;11.978
Halle;52.000;9.567
Halle (Westfalen);52.067;8.367
Halle-Neustadt;41.468;11.902
Hallenberg;51.117;8.617
Hallerndorf;49.767;10.983
Hallstadt;49.933;10.883
Halsbrücke;50.954;13.351
Halsenbach;50.167;7.550
Halstenbek;53.633;9.833
Haltern;51.750;7.183
Halver;51.183;7.500
Hamberge;53.833;10.583
Hambergen;53.317;8.833
Hambrücken;49.183;8.550
Hamburg;53.567;10.033
Hambühren;52.633;9.983
Hamdorf;54.233;9.517
Hameln;52.100;9.350
Hamersleben;52.064;11.086
Hamm;49.733;8.433
Hamm;51.683;7.817
Hamm (Sieg);50.767;7.683
Hammah;53.617;9.367
Hammelburg;50.117;9.883
Hammerbrücke;50.433;12.420
Hammersbach;50.217;8.983
Hamminkeln;51.733;6.600
Hanau;50.117;8.917
Handeloh;53.250;9.833
Handewitt;54.767;9.317
Handrup;52.567;7.583
Hanerau-Hademarschen;54.133;9.417
Hangelsberg;52.394;13.924
Hanhofen;49.317;8.350
Hankensbüttel;52.733;10.600
Hannover;52.383;9.733
Hanstedt;53.267;10.017
Happurg;49.500;11.483
Harburg (Schwaben);48.783;10.683
Hardegsen;51.650;9.833
Hardheim;49.617;9.483
Hardt;48.183;8.417
Hardthausen am Kocher;49.267;9.400
Haren (Ems);52.800;7.250
Hargesheim;49.867;7.833
Harpstedt;52.917;8.583
Harrislee;54.800;9.383
Harsefeld;53.450;9.500
Harsewinkel;51.967;8.233
Harsum;52.217;9.967
Hartenholm;53.900;10.067
Hartenstein;49.600;11.517
Hartenstein;50.667;12.678
Hartha;51.101;12.974
Harthausen;49.300;8.350
Hartheim;47.933;7.633
Hartmannsdorf;50.888;12.804
Harxheim;49.900;8.267
Harzgerode;51.638;11.142
Hasbergen;52.250;7.950
Hasel;47.650;7.900
Haselbach;49.000;12.700
Haselbach;51.069;12.435
Haseldorf;53.633;9.600
Haselünne;52.667;7.483
Haslach im Kinzigtal;48.283;8.083
Hasloch;49.800;9.483
Hasloh;53.700;9.917
Hassbergen;52.733;9.233
Hassel;52.800;9.200
Hasselfelde;51.688;10.854
Hasselroth;50.167;9.100
Hasserode;51.819;10.743
Hassfurt;50.033;10.500
Hassloch;49.367;8.250
Hassmersheim;49.300;9.150
Haste;52.383;9.400
Hatten;53.017;8.350
Hattenhofen;48.217;11.117
Hattenhofen;48.667;9.567
Hattersheim am Main;50.067;8.483
Hattert;50.667;7.767
Hattingen;51.400;7.183
Hattorf am Harz;51.650;10.233
Hattstedt;54.517;9.033
Hatzenbühl;49.117;8.250
Hatzfeld (Eder);51.000;8.550
Hauenstein;49.183;7.850
Haundorf;49.167;10.767
Hauneck;50.833;9.717
Haunetal;50.767;9.700
Haunsheim;48.600;10.367
Hauptstuhl;49.400;7.483
Hausach;48.283;8.167
Hausdorf;51.122;12.842
Hausen;48.867;12.000
Hausen;49.700;11.033
Hausen;49.867;9.217
Hausen (Wied);50.550;7.400
Hausen Bei Würzburg;49.933;10.033
Hausen im Wiesental;47.683;7.850
Hausham;47.750;11.833
Hauzenberg;48.650;13.617
Havelberg;52.828;12.082
Haverlah;52.050;10.333
Havixbeck;51.983;7.417
Hayingen;48.283;9.483
Hebertsfelden;48.400;12.817
Hebertshausen;48.300;11.467
Hechingen;48.350;8.967
Hechthausen;53.650;9.250
Hecklingen;51.846;11.536
Heddesheim;49.500;8.600
Hedersleben;51.858;11.250
Heede;53.000;7.300
Heek;52.117;7.100
Heemsen;52.700;9.267
Heeslingen;53.317;9.333
Heessen;52.233;9.100
Hehlen;51.983;9.467
Heide;54.200;9.100
Heideck;49.133;11.133
Heidelberg;49.400;8.683
Heiden;51.833;6.933
Heidenau;50.975;13.870
Heidenau;53.317;9.650
Heidenheim;49.017;10.750
Heidenheim an der Brenz;48.683;10.150
Heidenrod;50.167;7.933
Heidersdorf;50.679;13.399
Heidesheim am Rhein;50.000;8.117
Heidgraben;53.700;9.683
Heigenbrücken;50.017;9.367
Heikendorf;54.367;10.200
Heilbronn;49.150;9.217
Heiligenberg;47.817;9.317
Heiligenhafen;54.367;10.983
Heiligenhaus;51.333;6.967
Heiligenroth;50.450;7.867
Heiligenstadt;51.375;10.136
Heiligenstadt in Oberfranken;49.867;11.167
Heiligenstedten;53.933;9.467
Heiligkreuzsteinach;49.483;8.800
Heilsbronn;49.333;10.800
Heimbach;49.617;7.250
Heimbach;50.633;6.483
Heimbuchenthal;49.900;9.300
Heimenkirch;47.633;9.900
Heimertingen;48.050;10.150
Heimsheim;48.800;8.867
Heinade;51.833;9.633
Heinersreuth;49.967;11.533
Heiningen;48.650;9.650
Heinsberg;51.067;6.100
Heinsen;51.883;9.433
Heist;53.650;9.650
Heitersheim;47.867;7.667
Helbra;51.555;11.493
Heldenstein;48.250;12.383
Heldrungen;51.300;11.216
Helgoland;54.183;7.883
Hellenhahn-Schellenberg;50.617;8.033
Hellenthal;50.500;6.433
Helmbrechts;50.233;11.717
Helmstadt;49.767;9.717
Helmstadt-Bargen;49.333;8.983
Helmstedt;52.233;11.017
Helpsen;52.317;9.133
Helsa;51.267;9.683
Heltersberg;49.317;7.717
Hemau;49.050;11.783
Hemdingen;53.767;9.833
Hemer;51.383;7.767
Hemhofen;49.683;10.933
Hemmingen;48.867;9.033
Hemmingen;52.317;9.750
Hemmingstedt;54.150;9.067
Hemmoor;53.700;9.133
Hemsbach;49.600;8.667
Hemsbünde;53.100;9.467
Hemslingen;53.083;9.600
Henfenfeld;49.500;11.400
Hengersberg;48.767;13.050
Hennef (Sieg);50.783;7.283
Hennickendorf;52.509;13.848
Hennigsdorf;52.649;13.212
Hennstedt;54.283;9.167
Hennweiler;49.817;7.433
Henstedt-Ulzburg;53.783;10.017
Hepberg;48.817;11.467
Heppenheim (Bergstrasse);49.650;8.633
Herbertingen;48.067;9.433
Herbolzheim;48.217;7.783
Herborn;50.683;8.300
Herbrechtingen;48.617;10.183
Herbsleben;51.119;10.840
Herbstein;50.567;9.350
Herdecke;51.400;7.433
Herdorf;50.783;7.950
Herdwangen-Schönach;47.867;9.167
Herford;52.117;8.683
Hergatz;47.650;9.833
Hergensweiler;47.617;9.783
Hergisdorf;51.537;11.485
Heringen;51.452;10.877
Heringen (Werra);50.883;10.000
Herleshausen;51.000;10.167
Hermannsburg;52.833;10.083
Hermannsdorf;50.592;12.935
Hermaringen;48.600;10.267
Hermersberg;49.317;7.633
Hermeskeil;49.650;6.950
Hermsdorf;50.761;13.598
Hermsdorf;50.894;11.855
Hermsdorf;51.165;13.824
Herne;51.550;7.217
Heroldsbach;49.700;11.000
Heroldsberg;49.533;11.167
Heroldstatt;48.450;9.650
Herrenberg;48.600;8.867
Herrieden;49.233;10.500
Herrischried;47.667;8.000
Herrsching am Ammersee;48.000;11.183
Hersbruck;49.517;11.433
Herschbach;50.567;7.733
Herscheid;51.183;7.750
Herschweiler-Pettersheim;49.483;7.350
Herten;51.600;7.133
Herwigsdorf;51.080;14.746
Herxheim Bei Landau (Pfalz);49.150;8.217
Herzberg;51.693;13.235
Herzberg am Harz;51.650;10.333
Herzebrock;51.883;8.250
Herzfelde;52.484;13.848
Herzhorn;53.783;9.483
Herzlake;52.683;7.600
Herzogenaurach;49.567;10.883
Herzogenrath;50.867;6.100
Hesel;53.300;7.600
Hespe;52.333;9.117
Hessdorf;49.633;10.917
Hessen;52.021;10.772
Hessheim;49.550;8.317
Hessigheim;49.000;9.183
Hessisch Lichtenau;51.200;9.717
Hessisch-Oldendorf;52.167;9.250
Hetlingen;53.617;9.633
Hettenleidelheim;49.533;8.083
Hettenshausen;48.500;11.500
Hettingen;48.217;9.233
Hettstadt;49.800;9.817
Hettstedt;51.647;11.514
Hetzdorf;50.968;13.446
Hetzerath;49.883;6.817
Hetzles;49.633;11.133
Heubach;48.800;9.933
Heuchelheim;50.583;8.633
Heuchelheim Bei Frankenthal;49.567;8.300
Heuchlingen;48.850;9.950
Heudeber;51.906;10.843
Heusenstamm;50.050;8.800
Heustreu;50.350;10.267
Heusweiler;49.333;6.933
Heyerode;51.167;10.319
Heynitz;51.094;13.379
Hiddenhausen;52.167;8.617
Hilbersdorf;50.911;13.395
Hilchenbach;51.000;8.117
Hildburghausen;50.429;10.736
Hilden;51.167;6.933
Hilders;50.567;10.000
Hildesheim;52.150;9.950
Hildrizhausen;48.633;8.967
Hilgermissen;52.850;9.150
Hilgert;50.450;7.683
Hille;52.333;8.750
Hillerse;52.417;10.400
Hillesheim;50.300;6.667
Hillscheid;50.400;7.700
Hilpoltstein;49.183;11.200
Hiltenfingen;48.167;10.717
Hilter am Teutoburger Wald;52.133;8.150
Hiltpoltstein;49.667;11.317
Hilzingen;47.767;8.783
Himbergen;53.100;10.733
Himmelkron;50.067;11.600
Himmelpforten;53.617;9.300
Himmelstadt;49.917;9.800
Hindelang;47.500;10.367
Hinte;53.417;7.200
Hinterschmiding;48.817;13.600
Hinterweidenthal;49.200;7.750
Hinterzarten;47.900;8.100
Hipstedt;53.483;8.967
Hirrlingen;48.417;8.883
Hirschaid;49.817;10.983
Hirschau;49.550;11.950
Hirschbach;49.550;11.533
Hirschberg;50.401;11.819
Hirschberg an der Bergstrasse;49.500;8.650
Hirschfeld;51.034;13.346
Hirschfeld;51.388;13.614
Hirschfelde;50.945;14.908
Hirschhorn (Neckar);49.450;8.900
Hirzenhain;50.400;9.133
Hitzacker;53.150;11.050
Hitzhofen;48.850;11.317
Hochdonn;54.017;9.283
Hochdorf;48.033;9.783
Hochdorf;48.700;9.467
Hochdorf-Assenheim;49.417;8.283
Hochheim am Main;50.017;8.350
Hochkirch;51.154;14.581
Hochspeyer;49.450;7.900
Hochstadt (Pfalz);49.233;8.217
Hochstadt am Main;50.150;11.183
Hochstetten-Dhaun;49.800;7.500
Hockenheim;49.317;8.550
Hodenhagen;52.767;9.583
Hof;50.317;11.917
Hof;50.667;8.017
Hof;51.243;13.191
Hofbieber;50.583;9.833
Hofgeismar;51.500;9.383
Hofheim am Taunus;50.083;8.450
Hofheim in Unterfranken;50.133;10.533
Hofkirchen;48.683;13.117
Hofstetten;48.017;10.967
Hofstetten;48.267;8.067
Hohberg;48.417;7.917
Hohenahr;50.683;8.533
Hohenaspe;53.983;9.533
Hohenau;48.850;13.500
Hohenberg an der Eger;50.100;12.217
Hohenbocka;51.436;14.011
Hohenbrunn;48.050;11.700
Hohenburg;49.300;11.800
Hohendodeleben;52.103;11.504
Hohenfels;47.883;9.117
Hohenfels;49.200;11.850
Hohenfichte;50.823;13.130
Hohenfurch;47.850;10.900
Hohenhameln;52.267;10.067
Hohenkammer;48.417;11.517
Hohenleipisch;51.500;13.559
Hohenleuben;50.716;12.054
Hohenlinden;48.150;12.000
Hohenlockstedt;53.967;9.633
Hohenmölsen;51.161;12.101
Hohenpeissenberg;47.800;11.017
Hohenpolding;48.383;12.133
Hohenroda;50.800;9.917
Hohenroth;50.317;10.167
Hohenstein;48.333;9.300
Hohenstein;50.200;8.050
Hohenstein-Ernstthal;50.800;12.707
Hohentengen;48.033;9.383
Hohentengen am Hochrhein;47.567;8.433
Hohenthann;48.667;12.100
Hohenthurm;51.525;12.098
Hohenwart;48.600;11.383
Hohenwarth;49.200;12.933
Hohenwestedt;54.100;9.650
Hohn;54.300;9.500
Hohndorf;50.748;12.681
Hohne;52.583;10.367
Hohnhorst;52.367;9.367
Hohnstorf (Elbe);53.367;10.550
Hohwacht;54.317;10.667
Hoisdorf;53.667;10.317
Holdorf;52.583;8.117
Holle;52.083;10.167
Holleben;51.438;11.899
Hollenbach;48.483;11.067
Hollenstedt;53.367;9.717
Hollern;53.600;9.550
Hollfeld;49.933;11.300
Hollstadt;50.350;10.283
Holm;53.617;9.667
Holtgast;53.633;7.567
Holtland;53.283;7.583
Holtsee;54.400;9.850
Holzappel;50.350;7.900
Holzdorf;51.780;13.133
Holzgerlingen;48.633;9.017
Holzhausen;51.305;12.464
Holzheim;48.383;10.100
Holzheim;48.517;10.533
Holzkirchen;47.883;11.700
Holzmaden;48.633;9.517
Holzminden;51.833;9.450
Holzweissig;51.599;12.308
Holzwickede;51.500;7.633
Homberg (Efze);51.033;9.400
Homberg (Ohm);50.733;9.000
Homburg;49.317;7.333
Hoogstede;52.583;6.950
Hoppegarten;52.509;13.652
Hoppstädten-Weiersbach;49.617;7.200
Hopsten;52.383;7.600
Horb am Neckar;48.450;8.700
Horgenzell;47.800;9.500
Horhausen (Westerwald);50.583;7.533
Horka;51.298;14.901
Hormersdorf;50.677;12.884
Horn-Bad Meinberg;51.883;8.950
Hornbach;49.183;7.367
Hornberg;48.217;8.233
Hornburg;52.033;10.600
Horneburg;53.517;9.583
Hornhausen;52.048;11.164
Horst (Holstein);53.817;9.617
Horstmar;52.083;7.317
Hosena;51.459;14.029
Hosenfeld;50.550;9.483
Hoyerswerda;51.440;14.239
Hoym;51.787;11.313
Hude (Oldenburg);53.117;8.467
Huglfing;47.767;11.167
Huisheim;48.817;10.700
Hummeltal;49.900;11.517
Hunderdorf;48.950;12.733
Hunding;48.850;13.183
Hundsangen;50.450;7.983
Hungen;50.483;8.900
Hurlach;48.117;10.817
Husby;54.767;9.583
Husum;52.567;9.250
Husum;54.483;9.067
Hutthurm;48.667;13.467
Häslich;51.250;14.015
Häusern;47.750;8.167
Höchberg;49.783;9.883
Höchenschwand;47.733;8.167
Höchheim;50.367;10.450
Höchst im Odenwald;49.800;9.000
Höchstadt an der Aisch;49.700;10.817
Höchstädt an der Donau;48.617;10.567
Höchstädt Bei Thiersheim;50.100;12.083
Höckendorf;50.924;13.591
Höfen an der Enz;48.800;8.583
Höheinöd;49.283;7.600
Höhenkirchen;48.017;11.717
Höhn;50.617;7.983
Höhnstedt;51.506;11.739
Höhr-Grenzhausen;50.433;7.667
